timestamp,depth,DOmg/L,Dopct,pH,cond,Turbidity,temp
12/27/2014 19:15,1.98,11.82,95.6,7.46,,14.7,5.39
12/27/2014 19:30,1.942,11.82,95.6,7.46,,13.7,5.38
12/27/2014 19:45,1.904,11.72,94.7,7.66,,15.5,5.39
12/27/2014 20:00,1.889,11.83,95.5,7.58,,14,5.35
12/27/2014 20:15,1.872,11.78,95.1,7.49,,18.6,5.33
12/27/2014 20:30,1.859,11.9,95.9,7.59,,16.6,5.26
12/27/2014 20:45,1.86,11.94,96.3,7.61,,15.5,5.26
12/27/2014 21:00,1.866,11.94,96.2,7.61,,16.7,5.27
12/27/2014 21:15,1.873,11.9,96,7.49,,16.2,5.31
12/27/2014 21:30,1.903,11.82,95.4,7.47,,14.3,5.32
12/27/2014 21:45,1.956,11.73,94.7,7.65,,16.5,5.34
12/27/2014 22:00,2.005,11.73,94.7,7.55,,16.8,5.34
12/27/2014 22:15,2.062,11.66,94.2,7.55,,17.7,5.38
12/27/2014 22:30,2.114,11.67,94.2,7.45,,15.5,5.36
12/27/2014 22:45,2.167,11.75,94.8,7.45,,18.1,5.32
12/27/2014 23:00,2.235,11.83,95.1,7.47,,23,5.22
12/27/2014 23:15,2.306,11.87,95.6,7.46,,22.5,5.33
12/27/2014 23:30,2.368,11.95,95.7,7.59,,24,5.09
12/27/2014 23:45,2.453,12,95.9,7.69,,24.4,5
12/28/2014 0:00,2.512,11.89,95.4,7.6,,23.8,5.13
12/28/2014 0:15,2.58,11.87,95.3,7.5,,23,5.12
12/28/2014 0:30,2.655,11.88,95.4,7.59,,22.5,5.13
12/28/2014 0:45,2.714,11.86,95.3,7.6,,23.6,5.14
12/28/2014 1:00,2.78,11.79,94.6,7.5,,22.8,5.09
12/28/2014 1:15,2.842,11.83,94.8,7.49,,20.4,5.04
12/28/2014 1:30,2.911,11.74,93.8,7.59,,21.7,4.92
12/28/2014 1:45,2.974,11.75,93.8,7.68,,20.3,4.9
12/28/2014 2:00,3.019,11.77,93.9,7.59,,18.4,4.84
12/28/2014 2:15,3.06,11.74,93.6,7.49,,18.9,4.84
12/28/2014 2:30,3.082,11.73,93.5,7.48,,16.9,4.85
12/28/2014 2:45,3.108,11.76,93.9,7.47,,17.3,4.87
12/28/2014 3:00,3.11,11.68,93.2,7.58,,17.2,4.89
12/28/2014 3:15,3.112,11.82,94.5,7.59,,20.4,4.94
12/28/2014 3:30,3.094,11.91,95.1,7.6,,18.5,4.94
12/28/2014 3:45,3.08,11.96,95.4,7.72,,21.7,4.93
12/28/2014 4:00,3.04,11.99,95.6,7.53,,22.1,4.93
12/28/2014 4:15,2.999,11.98,95.6,7.61,,18.1,4.95
12/28/2014 4:30,2.942,11.81,94.3,7.51,,17.7,4.97
12/28/2014 4:45,2.87,11.85,94.5,7.6,,18.2,4.95
12/28/2014 5:00,2.798,11.98,95.6,7.63,,25,4.94
12/28/2014 5:15,2.709,12.03,96,7.65,,28.3,4.93
12/28/2014 5:30,2.633,12,95.7,7.54,,26.7,4.93
12/28/2014 5:45,2.561,12,95.8,7.73,,23.3,5
12/28/2014 6:00,2.501,12.05,96.2,7.63,,21,5.01
12/28/2014 6:15,2.446,11.93,95.3,7.62,,23.4,5.01
12/28/2014 6:30,2.394,12,95.8,7.52,,18.9,5.01
12/28/2014 6:45,2.329,11.97,95.6,7.5,,21.3,5
12/28/2014 7:00,2.267,11.99,95.8,7.6,,19.5,5
12/28/2014 7:15,2.224,11.89,95,7.61,,22.8,5.02
12/28/2014 7:30,2.169,11.91,95.1,7.61,,18.3,5
12/28/2014 7:45,2.136,11.88,94.9,7.7,,17.9,4.99
12/28/2014 8:00,2.095,11.91,95.1,7.51,,18,5
12/28/2014 8:15,2.06,11.91,95.1,7.49,,18.8,4.99
12/28/2014 8:30,2.03,12,95.8,7.5,,18.4,5.01
12/28/2014 8:45,2.001,11.85,95,7.47,,18.4,5.13
12/28/2014 9:00,1.989,11.89,95.3,7.57,,17.1,5.14
12/28/2014 9:15,1.998,11.83,94.8,7.57,,18.2,5.17
12/28/2014 9:30,1.998,11.79,94.5,7.47,,18.2,5.16
12/28/2014 9:45,2.021,11.67,93.6,7.65,,17.7,5.16
12/28/2014 10:00,2.068,11.81,94.8,7.46,,17.6,5.21
12/28/2014 10:15,2.12,11.82,94.8,7.46,,17.9,5.18
12/28/2014 10:30,2.161,11.82,94.9,7.46,,17.4,5.2
12/28/2014 10:45,2.201,11.9,95.3,7.57,,17.2,5.15
12/28/2014 11:00,2.265,11.89,95.2,7.59,,18.8,5.13
12/28/2014 11:15,2.322,11.99,96,7.51,,22.3,5.1
12/28/2014 11:30,2.384,11.87,95.5,7.49,,20.7,5.28
12/28/2014 11:45,2.451,11.88,95.6,7.69,,20,5.31
12/28/2014 12:00,2.514,11.93,96.1,7.51,,19.7,5.34
12/28/2014 12:15,2.58,11.95,96.3,7.61,,20.4,5.35
12/28/2014 12:30,2.645,11.92,96.2,7.52,,18.3,5.44
12/28/2014 12:45,2.694,11.93,96.3,7.61,,18.2,5.45
12/28/2014 13:00,2.754,11.94,96.5,7.53,,18.9,5.47
12/28/2014 13:15,2.811,11.95,96.6,7.52,,20.4,5.5
12/28/2014 13:30,2.867,11.97,96.7,7.52,,20,5.48
12/28/2014 13:45,2.921,11.83,95.8,7.69,,17.2,5.55
12/28/2014 14:00,2.965,11.93,96.6,7.51,,17.4,5.56
12/28/2014 14:15,2.992,11.84,96,7.5,,19.4,5.61
12/28/2014 14:30,3.014,11.84,96.1,7.49,,16.6,5.65
12/28/2014 14:45,3.028,11.78,95.6,7.5,,17.8,5.64
12/28/2014 15:00,3.036,11.81,95.9,7.5,,16.1,5.65
12/28/2014 15:15,3.043,11.72,95.1,7.49,,16.4,5.64
12/28/2014 15:30,3.042,11.94,96.7,7.51,,17.2,5.58
12/28/2014 15:45,3.019,11.96,96.5,7.71,,21.1,5.46
12/28/2014 16:00,3.005,12.02,97,7.53,,18.9,5.46
12/28/2014 16:15,2.966,12.04,96.9,7.63,,18.7,5.37
12/28/2014 16:30,2.912,12,96.6,7.63,,18.2,5.35
12/28/2014 16:45,2.867,12.04,96.7,7.54,,18.8,5.3
12/28/2014 17:00,2.815,12.11,97.1,7.63,,20.9,5.24
12/28/2014 17:15,2.747,12.13,97.2,7.54,,20.5,5.19
12/28/2014 17:30,2.668,12.14,97.2,7.53,,21.2,5.16
12/28/2014 17:45,2.601,12.05,96.5,7.73,,21.1,5.19
12/28/2014 18:00,2.525,12.15,97.4,7.55,,19.7,5.19
12/28/2014 18:15,2.457,12.15,97.3,7.54,,22.7,5.19
12/28/2014 18:30,2.379,12.12,97.1,7.52,,19.9,5.23
12/28/2014 18:45,2.316,12.11,97,7.52,,19.6,5.2
12/28/2014 19:00,2.247,12.13,97.2,7.52,,20.4,5.19
12/28/2014 19:15,2.194,12.12,97,7.63,,21.7,5.19
12/28/2014 19:30,2.148,12.1,96.9,7.64,,20.6,5.18
12/28/2014 19:45,2.089,12.05,96.5,7.73,,18.2,5.18
12/28/2014 20:00,2.037,12.1,96.9,7.64,,18.6,5.18
12/28/2014 20:15,1.979,12.16,97.4,7.54,,22.1,5.19
12/28/2014 20:30,1.938,12.11,97.1,7.62,,18.7,5.22
12/28/2014 20:45,1.893,12.09,96.9,7.53,,15.4,5.24
12/28/2014 21:00,1.853,12.07,96.8,7.51,,16.1,5.24
12/28/2014 21:15,1.832,12.01,96.3,7.51,,17.8,5.24
12/28/2014 21:30,1.808,12.01,96.3,7.61,,20.3,5.22
12/28/2014 21:45,1.795,11.95,95.7,7.68,,19.4,5.22
12/28/2014 22:00,1.797,12.04,96.5,7.51,,19.2,5.22
12/28/2014 22:15,1.803,12,96.1,7.5,,20.8,5.2
12/28/2014 22:30,1.817,11.99,96,7.6,,20.1,5.2
12/28/2014 22:45,1.854,12,96.1,7.61,,19.7,5.2
12/28/2014 23:00,1.887,12.01,96.3,7.61,,26,5.22
12/28/2014 23:15,1.949,11.97,96,7.5,,18.4,5.26
12/28/2014 23:30,2.02,11.88,95.4,7.57,,44.5,5.3
12/28/2014 23:45,2.083,11.76,94.4,7.68,,27.3,5.27
12/29/2014 0:00,2.165,11.82,94.6,7.59,,47.6,5.17
12/29/2014 0:15,2.251,12.02,96.1,7.51,,39.4,5.15
12/29/2014 0:30,2.332,12.06,96.3,7.51,,36.7,5.1
12/29/2014 0:45,2.393,12.07,96.3,7.62,,39.9,5.04
12/29/2014 1:00,2.484,12.1,96.4,7.53,,44.1,4.99
12/29/2014 1:15,2.565,12.04,95.9,7.51,,50.6,5.02
12/29/2014 1:30,2.643,12,95.6,7.5,,42.6,4.99
12/29/2014 1:45,2.713,11.93,94.9,7.71,,42.4,4.95
12/29/2014 2:00,2.776,12.01,95.5,7.52,,39.4,4.95
12/29/2014 2:15,2.831,11.97,95.2,7.5,,32.3,4.94
12/29/2014 2:30,2.879,11.95,95,7.49,,32.2,4.92
12/29/2014 2:45,2.922,11.9,94.6,7.6,,30.2,4.92
12/29/2014 3:00,2.955,11.9,94.5,7.61,,30.7,4.88
12/29/2014 3:15,2.976,11.92,94.6,7.51,,30.5,4.84
12/29/2014 3:30,2.98,11.9,94.3,7.5,,28.4,4.79
12/29/2014 3:45,2.977,11.86,93.8,7.69,,27.7,4.74
12/29/2014 4:00,2.968,12.19,96,7.64,,27,4.66
12/29/2014 4:15,2.941,12.24,96.4,7.64,,23.2,4.64
12/29/2014 4:30,2.905,12.24,96.4,7.64,,22.6,4.64
12/29/2014 4:45,2.875,12.24,96.4,7.54,,22.7,4.64
12/29/2014 5:00,2.843,12.24,96.3,7.62,,25.4,4.65
12/29/2014 5:15,2.808,12.28,96.4,7.64,,27.3,4.55
12/29/2014 5:30,2.759,12.29,96.6,7.64,,27,4.58
12/29/2014 5:45,2.685,12.24,96.2,7.74,,22.4,4.58
12/29/2014 6:00,2.62,12.33,96.8,7.55,,23.1,4.56
12/29/2014 6:15,2.549,12.31,96.8,7.54,,24.7,4.59
12/29/2014 6:30,2.494,12.29,96.6,7.63,,21.4,4.59
12/29/2014 6:45,2.433,12.29,96.6,7.64,,20.8,4.59
12/29/2014 7:00,2.384,12.27,96.5,7.64,,23.6,4.6
12/29/2014 7:15,2.352,12.28,96.5,7.54,,22.8,4.58
12/29/2014 7:30,2.297,12.27,96.5,7.63,,21.9,4.61
12/29/2014 7:45,2.239,12.21,95.9,7.72,,23.3,4.54
12/29/2014 8:00,2.194,12.27,96.3,7.53,,21.4,4.55
12/29/2014 8:15,2.136,12.17,95.5,7.52,,19.8,4.53
12/29/2014 8:30,2.095,12.23,95.9,7.52,,21.8,4.5
12/29/2014 8:45,2.051,12.26,96.1,7.52,,21,4.46
12/29/2014 9:00,2.024,12.23,95.9,7.52,,23,4.5
12/29/2014 9:15,2.001,12.21,95.7,7.5,,18.8,4.5
12/29/2014 9:30,1.977,12.12,95,7.5,,19.5,4.5
12/29/2014 9:45,1.954,12.04,94.4,7.68,,17.6,4.5
12/29/2014 10:00,1.941,12.11,94.9,7.6,,19,4.49
12/29/2014 10:15,1.932,12.06,94.4,7.51,,18.7,4.45
12/29/2014 10:30,1.933,12.15,95.1,7.51,,17.3,4.43
12/29/2014 10:45,1.958,12.14,95.1,7.61,,17.1,4.46
12/29/2014 11:00,1.987,12.22,95.7,7.52,,20.1,4.46
12/29/2014 11:15,2.025,12.2,95.7,7.61,,22.8,4.53
12/29/2014 11:30,2.072,12.17,95.5,7.52,,20.1,4.53
12/29/2014 11:45,2.121,12.1,94.9,7.69,,20.1,4.53
12/29/2014 12:00,2.17,12.16,95.5,7.5,,17.6,4.55
12/29/2014 12:15,2.218,12.12,95.6,7.49,,21.2,4.73
12/29/2014 12:30,2.268,12.06,96,7.6,,22.3,5.09
12/29/2014 12:45,2.347,12.09,96.3,7.5,,22,5.08
12/29/2014 13:00,2.414,12.12,96.5,7.61,,23,5.07
12/29/2014 13:15,2.48,12.09,96.5,7.52,,23.7,5.19
12/29/2014 13:30,2.543,12.09,96.7,7.51,,20.8,5.26
12/29/2014 13:45,2.609,12.06,96.5,7.71,,21,5.29
12/29/2014 14:00,2.657,12.09,97.2,7.52,,21.3,5.46
12/29/2014 14:15,2.711,12.12,97.3,7.62,,21.3,5.41
12/29/2014 14:30,2.77,12.16,97.5,7.63,,21.4,5.36
12/29/2014 14:45,2.828,12.19,97.9,7.54,,21.5,5.4
12/29/2014 15:00,2.882,12.1,97.4,7.52,,19.3,5.53
12/29/2014 15:15,2.925,12.07,97.4,7.51,,19.3,5.6
12/29/2014 15:30,2.949,12.02,97.1,7.6,,17.4,5.63
12/29/2014 15:45,2.967,11.91,96.1,7.69,,17.4,5.63
12/29/2014 16:00,2.982,11.95,96.7,7.51,,20.2,5.71
12/29/2014 16:15,2.988,11.98,96.9,7.51,,17.9,5.68
12/29/2014 16:30,2.985,12.45,99,7.67,,21.8,5.08
12/29/2014 16:45,2.97,12.46,98.4,7.57,,28.8,4.83
12/29/2014 17:00,2.953,12.44,98.2,7.65,,29.4,4.81
12/29/2014 17:15,2.924,12.48,98.4,7.67,,22.8,4.8
12/29/2014 17:30,2.889,12.45,98.1,7.66,,24.7,4.76
12/29/2014 17:45,2.842,12.36,97.4,7.73,,22.4,4.81
12/29/2014 18:00,2.798,12.39,97.6,7.64,,22.6,4.79
12/29/2014 18:15,2.734,12.37,97.3,7.64,,22.2,4.72
12/29/2014 18:30,2.657,12.42,97.6,7.55,,23.5,4.66
12/29/2014 18:45,2.576,12.41,97.5,7.63,,25.6,4.64
12/29/2014 19:00,2.5,12.41,97.5,7.55,,22.6,4.66
12/29/2014 19:15,2.437,12.41,97.5,7.63,,23.3,4.66
12/29/2014 19:30,2.385,12.4,97.3,7.55,,24.2,4.63
12/29/2014 19:45,2.318,12.35,97,7.72,,23.5,4.64
12/29/2014 20:00,2.268,12.36,97.1,7.63,,23.8,4.65
12/29/2014 20:15,2.213,12.34,96.8,7.63,,24.6,4.61
12/29/2014 20:30,2.155,12.36,96.9,7.54,,25.1,4.57
12/29/2014 20:45,2.104,12.4,97.1,7.53,,23.6,4.55
12/29/2014 21:00,2.05,12.39,97,7.53,,24.7,4.51
12/29/2014 21:15,2.01,12.38,96.9,7.53,,22.4,4.51
12/29/2014 21:30,1.966,12.39,97,7.53,,23.9,4.52
12/29/2014 21:45,1.925,12.35,96.7,7.71,,23.2,4.54
12/29/2014 22:00,1.898,12.37,96.8,7.53,,20.2,4.49
12/29/2014 22:15,1.88,12.35,96.6,7.52,,20.2,4.47
12/29/2014 22:30,1.868,12.33,96.3,7.61,,21.2,4.45
12/29/2014 22:45,1.857,12.29,96,7.62,,21.1,4.46
12/29/2014 23:00,1.865,12.24,95.6,7.62,,21.4,4.45
12/29/2014 23:15,1.883,12.27,95.9,7.61,,21.7,4.47
12/29/2014 23:30,1.915,12.23,95.5,7.51,,20.1,4.43
12/29/2014 23:45,1.964,12.17,95,7.69,,20.3,4.41
12/30/2014 0:00,2.023,12.21,95.2,7.61,,22.4,4.39
12/30/2014 0:15,2.089,12.25,95.6,7.62,,21,4.37
12/30/2014 0:30,2.16,12.32,96.1,7.52,,20,4.38
12/30/2014 0:45,2.226,12.29,95.4,7.5,,20.5,4.18
12/30/2014 1:00,2.303,12.42,96.3,7.63,,33.8,4.14
12/30/2014 1:15,2.38,12.46,96.4,7.55,,29,4.09
12/30/2014 1:30,2.453,12.38,95.8,7.62,,28.8,4.05
12/30/2014 1:45,2.537,12.26,94.8,7.73,,24.7,4.07
12/30/2014 2:00,2.61,12.29,94.9,7.63,,25.5,4.03
12/30/2014 2:15,2.686,12.27,94.5,7.62,,28,3.92
12/30/2014 2:30,2.764,12.29,94.4,7.63,,23.8,3.76
12/30/2014 2:45,2.835,12.35,94.6,7.54,,25.2,3.67
12/30/2014 3:00,2.904,12.36,94.7,7.53,,24.2,3.7
12/30/2014 3:15,2.962,12.31,94.2,7.62,,24.2,3.62
12/30/2014 3:30,3.013,12.33,93.9,7.63,,24.4,3.48
12/30/2014 3:45,3.063,12.27,93.1,7.72,,26.4,3.33
12/30/2014 4:00,3.094,12.32,93.4,7.53,,24.1,3.3
12/30/2014 4:15,3.12,12.34,93.3,7.53,,28.6,3.19
12/30/2014 4:30,3.142,12.37,93.3,7.53,,21.4,3.12
12/30/2014 4:45,3.152,12.38,93.4,7.52,,26.1,3.13
12/30/2014 5:00,3.161,12.33,93.1,7.63,,22.9,3.16
12/30/2014 5:15,3.154,12.32,93.3,7.53,,25.2,3.24
12/30/2014 5:30,3.132,12.34,93.6,7.63,,21.9,3.33
12/30/2014 5:45,3.104,12.37,94.2,7.73,,26.5,3.5
12/30/2014 6:00,3.079,12.42,94.8,7.54,,22.5,3.59
12/30/2014 6:15,3.043,12.46,95.2,7.53,,24.9,3.63
12/30/2014 6:30,3.004,12.35,94.6,7.63,,23.4,3.72
12/30/2014 6:45,2.939,12.39,95,7.54,,25.6,3.77
12/30/2014 7:00,2.871,12.42,95.5,7.64,,26.5,3.89
12/30/2014 7:15,2.803,12.51,96.3,7.65,,27.2,3.92
12/30/2014 7:30,2.727,12.52,96.3,7.65,,29.7,3.88
12/30/2014 7:45,2.652,12.46,95.7,7.75,,26.9,3.81
12/30/2014 8:00,2.592,12.47,95.7,7.56,,24.3,3.81
12/30/2014 8:15,2.537,12.47,95.7,7.64,,25.6,3.8
12/30/2014 8:30,2.477,12.45,95.6,7.64,,24.9,3.81
12/30/2014 8:45,2.413,12.48,95.6,7.55,,25.5,3.75
12/30/2014 9:00,2.351,12.51,95.8,7.54,,23.5,3.71
12/30/2014 9:15,2.294,12.49,95.6,7.64,,25.4,3.7
12/30/2014 9:30,2.236,12.51,95.7,7.55,,23.2,3.66
12/30/2014 9:45,2.17,12.45,95.1,7.73,,25.3,3.62
12/30/2014 10:00,2.132,12.51,95.5,7.55,,22.8,3.6
12/30/2014 10:15,2.095,12.52,95.4,7.54,,24.7,3.55
12/30/2014 10:30,2.066,12.51,95.3,7.64,,20.8,3.53
12/30/2014 10:45,2.028,12.48,95.1,7.64,,21.7,3.53
12/30/2014 11:00,2.015,12.46,95,7.64,,22.7,3.53
12/30/2014 11:15,2.003,12.51,95.2,7.65,,23.5,3.49
12/30/2014 11:30,2.007,12.5,95.2,7.64,,22.2,3.51
12/30/2014 11:45,2.021,12.42,94.7,7.75,,21.4,3.54
12/30/2014 12:00,2.049,12.53,95.5,7.56,,21.9,3.56
12/30/2014 12:15,2.093,12.52,95.5,7.54,,21.5,3.57
12/30/2014 12:30,2.123,12.39,94.8,7.51,,23.2,3.71
12/30/2014 12:45,2.164,12.43,95,7.51,,24.1,3.67
12/30/2014 13:00,2.212,12.44,95,7.62,,22.9,3.63
12/30/2014 13:15,2.26,12.49,95.4,7.63,,22.7,3.63
12/30/2014 13:30,2.315,12.46,95.1,7.63,,22.7,3.62
12/30/2014 13:45,2.376,12.37,94.6,7.71,,23.8,3.66
12/30/2014 14:00,2.428,12.62,96.5,7.54,,31.1,3.74
12/30/2014 14:15,2.485,12.58,96.3,7.6,,32.4,3.75
12/30/2014 14:30,2.54,12.58,96.2,7.57,,28.3,3.7
12/30/2014 14:45,2.596,12.56,96.2,7.56,,31.8,3.73
12/30/2014 15:00,2.651,12.59,96.4,7.65,,33.3,3.72
12/30/2014 15:15,2.709,12.63,96.7,7.65,,28.9,3.73
12/30/2014 15:30,2.753,12.59,96.4,7.65,,29.2,3.73
12/30/2014 15:45,2.807,12.54,96,7.74,,32.6,3.73
12/30/2014 16:00,2.852,12.57,96.2,7.66,,28.1,3.74
12/30/2014 16:15,2.894,12.57,96.3,7.66,,29.2,3.75
12/30/2014 16:30,2.922,12.53,96,7.55,,28.9,3.75
12/30/2014 16:45,2.936,12.54,96,7.54,,29.9,3.73
12/30/2014 17:00,2.957,12.53,95.9,7.54,,28.1,3.7
12/30/2014 17:15,2.966,12.55,95.9,7.65,,28,3.66
12/30/2014 17:30,2.969,12.55,95.8,7.65,,29.5,3.63
12/30/2014 17:45,2.956,12.61,96.1,7.78,,34.1,3.62
12/30/2014 18:00,2.937,12.77,97.1,7.68,,30.4,3.53
12/30/2014 18:15,2.916,12.7,96.7,7.66,,32,3.58
12/30/2014 18:30,2.895,12.73,96.7,7.66,,26.5,3.49
12/30/2014 18:45,2.87,12.71,96.6,7.67,,26.8,3.52
12/30/2014 19:00,2.829,12.69,96.5,7.67,,29.2,3.53
12/30/2014 19:15,2.772,12.68,96.4,7.67,,23.8,3.54
12/30/2014 19:30,2.721,12.7,96.5,7.67,,25.8,3.51
12/30/2014 19:45,2.644,12.69,96.3,7.77,,27.6,3.46
12/30/2014 20:00,2.566,12.72,96.5,7.69,,27.8,3.44
12/30/2014 20:15,2.493,12.71,96.4,7.67,,28.6,3.44
12/30/2014 20:30,2.423,12.71,96.3,7.67,,40.7,3.43
12/30/2014 20:45,2.349,12.69,96.2,7.67,,25,3.45
12/30/2014 21:00,2.288,12.68,96.1,7.66,,28.4,3.43
12/30/2014 21:15,2.228,12.68,96,7.66,,28.5,3.39
12/30/2014 21:30,2.161,12.67,95.9,7.65,,27.2,3.37
12/30/2014 21:45,2.092,12.64,95.6,7.75,,26.6,3.36
12/30/2014 22:00,2.031,12.65,95.8,7.64,,25.3,3.4
12/30/2014 22:15,1.968,12.63,95.6,7.64,,25.5,3.39
12/30/2014 22:30,1.909,12.64,95.6,7.66,,29.6,3.37
12/30/2014 22:45,1.858,12.65,95.5,7.64,,27.9,3.31
12/30/2014 23:00,1.821,12.62,95.3,7.67,,28.2,3.28
12/30/2014 23:15,1.8,12.61,95.2,7.64,,23.6,3.27
12/30/2014 23:30,1.792,12.59,95,7.64,,24.7,3.25
12/30/2014 23:45,1.785,12.53,94.4,7.72,,26.6,3.2
12/31/2014 0:00,1.805,12.59,94.6,7.65,,28,3.12
12/31/2014 0:15,1.836,12.57,94.5,7.63,,25.6,3.1
12/31/2014 0:30,1.885,12.55,94.3,7.62,,29.9,3.09
12/31/2014 0:45,1.949,12.65,94.6,7.62,,27.4,2.94
12/31/2014 1:00,2.021,12.61,94.3,7.64,,28.8,2.9
12/31/2014 1:15,2.094,12.51,93.1,7.61,,37.5,2.69
12/31/2014 1:30,2.169,12.43,93.7,7.59,,33,3.19
12/31/2014 1:45,2.253,12.53,93.6,7.73,,32.2,2.86
12/31/2014 2:00,2.327,12.61,94.1,7.64,,33.9,2.81
12/31/2014 2:15,2.411,12.62,93.8,7.63,,35.5,2.66
12/31/2014 2:30,2.5,12.62,93.6,7.64,,36.7,2.6
12/31/2014 2:45,2.584,12.63,93.5,7.65,,34.5,2.55
12/31/2014 3:00,2.674,12.64,93.1,7.65,,37.7,2.37
12/31/2014 3:15,2.761,12.63,92.9,7.64,,36,2.31
12/31/2014 3:30,2.834,12.66,92.9,7.68,,40.2,2.19
12/31/2014 3:45,2.909,12.63,92.6,7.75,,38,2.17
12/31/2014 4:00,2.969,12.67,92.8,7.65,,32,2.16
12/31/2014 4:15,3.018,12.68,92.9,7.65,,36.9,2.16
12/31/2014 4:30,3.066,12.66,92.7,7.67,,33.2,2.14
12/31/2014 4:45,3.108,12.69,93,7.67,,31.8,2.18
12/31/2014 5:00,3.141,12.65,92.7,7.67,,32.7,2.17
12/31/2014 5:15,3.173,12.65,92.7,7.67,,31.5,2.17
12/31/2014 5:30,3.2,12.63,92.6,7.67,,32.1,2.18
12/31/2014 5:45,3.209,12.56,92.1,7.75,,30.4,2.19
12/31/2014 6:00,3.209,12.62,92.5,7.66,,23.9,2.19
12/31/2014 6:15,3.203,12.54,92.1,7.64,,26.8,2.25
12/31/2014 6:30,3.189,12.61,93.1,7.64,,27.2,2.47
12/31/2014 6:45,3.164,12.61,94.2,7.63,,34.5,2.84
12/31/2014 7:00,3.128,12.51,93.8,7.64,,30.7,2.96
12/31/2014 7:15,3.081,12.57,94.8,7.62,,34.5,3.16
12/31/2014 7:30,3.03,12.57,95.1,7.62,,32.1,3.25
12/31/2014 7:45,2.967,12.49,94.7,7.71,,28.9,3.27
12/31/2014 8:00,2.915,12.52,95.6,7.5,,31.9,3.51
12/31/2014 8:15,2.831,12.33,95.3,7.47,,30.8,3.83
12/31/2014 8:30,2.75,12.31,95.3,7.6,,31.3,3.85
12/31/2014 8:45,2.674,12.52,95.3,7.52,,29.9,3.34
12/31/2014 9:00,2.674,12.52,95.3,7.52,,29.9,3.34
12/31/2014 9:15,2.547,12.57,94.6,7.63,,28.8,2.98
12/31/2014 9:30,2.481,12.58,94.5,7.64,,30,2.93
12/31/2014 9:45,2.416,12.49,94,7.73,,30.5,2.99
12/31/2014 10:00,2.36,12.6,94.6,7.54,,26.6,2.92
12/31/2014 10:15,2.3,12.62,94.6,7.53,,26.3,2.88
12/31/2014 10:30,2.302,12.62,94.6,7.53,,26.3,2.88
12/31/2014 10:45,2.18,12.66,94.8,7.64,,23.6,2.86
12/31/2014 11:00,2.182,12.66,94.8,7.64,,23.6,2.86
12/31/2014 11:15,2.085,12.69,95,7.55,,24.8,2.86
12/31/2014 11:30,2.046,12.69,95,7.65,,24.1,2.86
12/31/2014 11:45,2.01,12.66,94.8,7.76,,24.5,2.87
12/31/2014 12:00,1.98,12.67,95,7.66,,27.9,2.93
12/31/2014 12:15,1.982,12.67,95,7.66,,27.9,2.93
12/31/2014 12:30,1.945,12.63,95,7.65,,23.6,3.06
12/31/2014 12:45,1.942,12.63,95.1,7.64,,26.2,3.11
12/31/2014 13:00,1.943,12.56,94.8,7.53,,24.2,3.2
12/31/2014 13:15,1.961,12.58,95,7.61,,27.3,3.24
12/31/2014 13:30,1.992,12.58,95.1,7.53,,23.9,3.27
12/31/2014 13:45,2.023,12.42,94.2,7.69,,25.6,3.43
12/31/2014 14:00,2.066,12.46,94.5,7.57,,27.7,3.42
12/31/2014 14:15,2.11,12.43,94.3,7.59,,28.5,3.45
12/31/2014 14:30,2.168,12.48,94.5,7.6,,28.5,3.36
12/31/2014 14:45,2.228,12.52,94.8,7.61,,29.2,3.35
12/31/2014 15:00,2.298,12.8,96.1,7.66,,39.8,3.11
12/31/2014 15:15,2.375,12.73,95.7,7.71,,34.8,3.14
12/31/2014 15:30,2.436,12.71,95.7,7.69,,33.1,3.19
12/31/2014 15:45,2.502,12.66,95.5,7.73,,30.8,3.23
12/31/2014 16:00,2.566,12.69,95.7,7.65,,32.7,3.22
12/31/2014 16:15,2.606,12.7,95.9,7.64,,29.6,3.26
12/31/2014 16:30,2.667,12.62,95.4,7.62,,28.1,3.29
12/31/2014 16:45,2.729,12.63,95.3,7.6,,29.8,3.24
12/31/2014 17:00,2.785,12.65,95.5,7.59,,28.3,3.22
12/31/2014 17:15,2.835,12.68,95.5,7.64,,30.4,3.18
12/31/2014 17:30,2.879,12.69,95.7,7.64,,28.8,3.21
12/31/2014 17:45,2.909,12.51,94.7,7.72,,31.5,3.33
12/31/2014 18:00,2.919,12.58,95.3,7.63,,29.3,3.31
12/31/2014 18:15,2.942,12.56,95.1,7.62,,29.5,3.29
12/31/2014 18:30,2.951,12.6,95.3,7.63,,31.2,3.24
12/31/2014 18:45,2.95,12.67,95.4,7.64,,28.5,3.12
12/31/2014 19:00,2.952,12.78,95.9,7.66,,28.7,3.02
12/31/2014 19:15,2.934,12.8,95.8,7.67,,28.8,2.97
12/31/2014 19:30,2.905,12.72,95.4,7.66,,27.3,3.02
12/31/2014 19:45,2.862,12.63,94.9,7.75,,26.5,3.1
12/31/2014 20:00,2.817,12.67,95.3,7.65,,34.9,3.12
12/31/2014 20:15,2.755,12.68,95.5,7.64,,29.1,3.15
12/31/2014 20:30,2.691,12.73,95.6,7.66,,29.3,3.08
12/31/2014 20:45,2.622,12.69,95.5,7.67,,37.3,3.14
12/31/2014 21:00,2.547,12.81,95.9,7.67,,25.7,3
